"Link","Name","Pos","Year","College","RAS","AllTime"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25533&ovl=Furman"">Link</a>","Dominic Roberto","FB","2024","Furman","0.94","0.94"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25414&ovl=Delaware"">Link</a>","TJ Thomas","OG","2024","Delaware","0.88","0.88"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25347&ovl=Coastal+Carolina"">Link</a>","Kennedy Roberts","DT","2024","Coastal Carolina","0.86","0.86"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25506&ovl=Morgan+State"">Link</a>","Lawrence Richardson","LB","2024","Morgan State","0.86","0.86"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25560&ovl=Arizona"">Link</a>","Nazard Bombata","RB","2024","Arizona","0.84","0.84"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25655&ovl=Southern+California"">Link</a>","Tyrone Taleni","DE","2024","Southern California","0.84","0.84"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25712&ovl=Troy"">Link</a>","Oshai Fletcher","CB","2024","Troy","0.84","0.84"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25769&ovl=CFL Combine"">Link</a>","John Kourtis","OG","2024","Saskatchewan","0.84","0.84"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25332&ovl=South+Carolina"">Link</a>","D.J. Twitty","RB","2024","South Carolina","0.82","0.82"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25626&ovl=Fresno+State"">Link</a>","Tyrone Sampson Jr.","OG","2024","Fresno State","0.80","0.80"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25781&ovl=CFL Combine"">Link</a>","Max Nixon","LB","2024","Western University","0.80","0.80"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25795&ovl=CFL Combine"">Link</a>","Anthony Soles","RB","2024","Queen's","0.75","0.75"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25841&ovl=Florida+International"">Link</a>","D'Verick Daniel","SS","2024","Florida International","0.75","0.75"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25656&ovl=Southern+California"">Link</a>","Max Williams","CB","2024","Southern California","0.74","0.74"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25821&ovl=Grand+Valley+State"">Link</a>","Garrett Carroll","OG","2024","Grand Valley State","0.74","0.74"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25888&ovl=Florida+Atlantic"">Link</a>","Larry McCammon III","RB","2024","Florida Atlantic","0.74","0.74"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25322&ovl=Northern+Illinois"">Link</a>","Tyler Jackson","LB","2024","Northern Illinois","0.73","0.73"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25468&ovl=Southern+Illinois"">Link</a>","Kam Bowdry","DT","2024","Southern Illinois","0.71","0.71"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25688&ovl=Ferris+State"">Link</a>","Major Dedmond","SS","2024","Ferris State","0.70","0.70"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25711&ovl=Troy"">Link</a>","Irshaad Davis","FS","2024","Troy","0.70","0.70"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25783&ovl=CFL Combine"">Link</a>","Samuel Obiang","DT","2024","Towson","0.70","0.70"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25830&ovl=Pittsburg+State"">Link</a>","Steele Roring","TE","2024","Pittsburg State","0.70","0.70"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25418&ovl=Monmouth"">Link</a>","Assanti Kearney","WR","2024","Monmouth","0.69","0.69"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25003&ovl=Citadel"">Link</a>","Steele Judy","LS","2024","Citadel","0.67","0.67"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25780&ovl=CFL Combine"">Link</a>","Scott Murray","DE","2024","Guelph","0.63","0.63"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25496&ovl=Arkansas+Pine-Bluff"">Link</a>","Tristan Ballard","TE","2024","Arkansas Pine-Bluff","0.62","0.62"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25510&ovl=Alabama+State"">Link</a>","Colton Adams","LB","2024","Alabama State","0.62","0.62"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25759&ovl=CFL Combine"">Link</a>","Alexander Hall","OG","2024","Concordia","0.62","0.62"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25318&ovl=Texas+A&M+Commerce"">Link</a>","Daryion Taylor","FS","2024","Texas A&M Commerce","0.60","0.60"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25428&ovl=Oregon+State"">Link</a>","Isaac Hodgins","DE","2024","Oregon State","0.59","0.59"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25804&ovl=CFL Combine"">Link</a>","Jack Zergiotis","QB","2024","Merrimack","0.58","0.58"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25497&ovl=Howard"">Link</a>","Brennan Brown","TE","2024","Howard","0.55","0.55"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25698&ovl=Davenport"">Link</a>","Alaric Wooten","SS","2024","Davenport","0.55","0.55"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25561&ovl=Arizona"">Link</a>","Jayden de Laura","QB","2024","Arizona","0.53","0.53"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25831&ovl=Pittsburg+State"">Link</a>","Antwan Squire","RB","2024","Pittsburg State","0.53","0.53"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25542&ovl=South+Carolina+State"">Link</a>","Jaylen Evans","FS","2024","South Carolina State","0.52","0.52"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25518&ovl=Hampton"">Link</a>","Stanley Garner","CB","2024","Hampton","0.51","0.51"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25531&ovl=Furman"">Link</a>","Kyndel Dean","WR","2024","Furman","0.49","0.49"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25645&ovl=Kent+State"">Link</a>","Dallas Craddieth","SS","2024","Kent State","0.49","0.49"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25820&ovl=Emporia+State"">Link</a>","Montrell Wilson","CB","2024","Emporia State","0.49","0.49"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25793&ovl=CFL Combine"">Link</a>","Daniel Shin","OG","2024","Alberta","0.48","0.48"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25702&ovl=Northern+Arizona"">Link</a>","Jhasi Wilson","LB","2024","Northern Arizona","0.46","0.46"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25492&ovl=Alabama+A&M"">Link</a>","Terrell Gardner","WR","2024","Alabama A&M","0.45","0.45"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25629&ovl=Nevada"">Link</a>","William Green Jr.","DT","2024","Nevada","0.45","0.45"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25665&ovl=Colorado"">Link</a>","Noah Young","LB","2024","Colorado","0.42","0.42"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25710&ovl=Troy"">Link</a>","Carloss Crawford","FS","2024","Troy","0.40","0.40"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25788&ovl=CFL Combine"">Link</a>","Matthew Peterson","RB","2024","Alberta","0.40","0.40"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25465&ovl=Portland+State"">Link</a>","Jermaine Braddock","WR","2024","Portland State","0.39","0.39"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25460&ovl=Citadel"">Link</a>","Hasan Black","LB","2024","Citadel","0.38","0.38"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25771&ovl=CFL Combine"">Link</a>","Louis Lavaud","CB","2024","Carleton","0.35","0.35"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25304&ovl=Ball+State"">Link</a>","Layne Hatcher","QB","2024","Ball State","0.34","0.34"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25466&ovl=Portland+State"">Link</a>","Dallas Holliday","OG","2024","Portland State","0.34","0.34"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25632&ovl=Nevada"">Link</a>","Tre Weed","CB","2024","Nevada","0.34","0.34"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25802&ovl=CFL Combine"">Link</a>","Kevin Victome","CB","2024","Ottawa","0.34","0.34"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25843&ovl=Florida+International"">Link</a>","Lucas Matias","PK","2024","Florida International","0.31","0.31"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25235&ovl=South+Carolina"">Link</a>","DeAngelo Gibbs","WR","2024","South Carolina","0.30","0.30"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25255&ovl=Colorado"">Link</a>","Taijh Alston","DE","2024","Colorado","0.29","0.29"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25544&ovl=South+Carolina+State"">Link</a>","Malcolm Magee","SS","2024","South Carolina State","0.25","0.25"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25631&ovl=Nevada"">Link</a>","Ezekiel Robbins","SS","2024","Nevada","0.24","0.24"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25488&ovl=Hampton"">Link</a>","Darran Butts","RB","2024","Hampton","0.23","0.23"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25562&ovl=Arizona"">Link</a>","Martell Irby","SS","2024","Arizona","0.22","0.22"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25541&ovl=Limestone"">Link</a>","Doug Washington","WR","2024","Limestone","0.20","0.20"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25595&ovl=Tulsa"">Link</a>","Chester Baah","OG","2024","Tulsa","0.20","0.20"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25348&ovl=Coastal+Carolina"">Link</a>","Reese White","RB","2024","Coastal Carolina","0.19","0.19"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25877&ovl=Florida"">Link</a>","Lynell Hudson Jr.","OT","2024","Florida","0.18","0.18"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25597&ovl=Tulsa"">Link</a>","Donte Burton","CB","2024","Tulsa","0.13","0.13"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25721&ovl=Troy"">Link</a>","Gunnar Watson","QB","2024","Troy","0.13","0.13"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25517&ovl=Bethune-Cookman"">Link</a>","Omari Hill-Robinson","CB","2024","Bethune-Cookman","0.12","0.12"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25495&ovl=Jackson+State"">Link</a>","DJ Stevens","TE","2024","Jackson State","0.11","0.11"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25501&ovl=Arkansas+Pine-Bluff"">Link</a>","Ryan Atkins","OT","2024","Arkansas Pine-Bluff","0.10","0.10"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25540&ovl=Limestone"">Link</a>","Brandon Shelnutt","TE","2024","Limestone","0.08","0.08"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25674&ovl=Northern+Arizona"">Link</a>","Shawn Dourseau","SS","2024","Northern Arizona","0.08","0.08"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25381&ovl=Northwestern+Oklahoma+State"">Link</a>","Isaiah Curry","DE","2024","Northwestern Oklahoma State","0.06","0.06"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25499&ovl=Delaware+State"">Link</a>","Samuel Pearson","OT","2024","Delaware State","0.06","0.06"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25714&ovl=Troy"">Link</a>","Asa Martin","RB","2024","Troy","0.06","0.06"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25890&ovl=Florida+Atlantic"">Link</a>","Romain Mungin","CB","2024","Florida Atlantic","0.06","0.06"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25316&ovl=Texas+A&M+Commerce"">Link</a>","Juan Henry","DE","2024","Texas A&M Commerce","0.02","0.02"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25350&ovl=Coastal+Carolina"">Link</a>","Josh Madison","FS","2024","Coastal Carolina","0.02","0.02"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25534&ovl=North+Greenville"">Link</a>","Quentin Sanders","WR","2024","North Greenville","0.02","0.02"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=549&ovl=Central+Florida"">Link</a>","John Rhys Plumlee","QB","2024","Central Florida",,
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=15320&ovl=Maryland"">Link</a>","Taulia Tagovailoa","QB","2024","Maryland",,
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=15414&ovl=Kansas"">Link</a>","Jason Bean","QB","2024","Kansas",,
